id,name,now_cost,position,team,ict_index_rank_type,creativity_rank,penalties_order,clean_sheets,transfers_out,minutes,value_form,expected_goal_involvements_per_90,corners_and_indirect_freekicks_order,transfers_in_event,assists,expected_assists_per_90,form,selected_by_percent,direct_freekicks_order,goals_scored,starts,event_points,points_per_game_rank,starts_per_90,expected_goals,news_added,ep_this,value_season,points_per_game,red_cards,transfers_in,transfers_out_event,goals_conceded_per_90,clean_sheets_per_90,in_dreamteam,selected_rank_type,chance_of_playing_this_round,news,saves_per_90,expected_goals_per_90,form_rank,form_rank_type,ep_next,now_cost_rank,points_per_game_rank_type,dreamteam_count,expected_goal_involvements,selected_rank,web_name,chance_of_playing_next_round,threat_rank_type,goals_conceded,saves,now_cost_rank_type,threat_rank,influence_rank,bps,status,expected_assists,expected_goals_conceded,total_points,ict_index_rank,influence_rank_type,creativity_rank_type,expected_goals_conceded_per_90
131,Pervis Estupiñán,50,DEF,Brighton,193,424,,0,1054,0,0.0,0.0,,4355,0,0.0,0.0,53.7,,0,0,0,439,0.0,0.00,,2.8,0.0,0.0,0,4355,1054,0.0,0.0,False,1,,,0.0,0.0,439,195,2.3,232,195,0,0.00,3,Estupiñan,,193,0,0,24,424,424,0,a,0.00,0.00,0,424,193,193,0.0
132,Evan Ferguson,60,FWD,Brighton,63,588,,0,1277,0,0.0,0.0,,1444,0,0.0,0.0,6.9,,0,0,0,592,0.0,0.00,,2.6,0.0,0.0,0,1444,1277,0.0,0.0,False,9,,,0.0,0.0,592,65,2.1,80,65,0,0.00,53,Ferguson,,63,0,0,26,588,588,0,a,0.00,0.00,0,588,63,63,0.0
133,Billy Gilmour,50,MID,Brighton,153,456,,0,25,0,0.0,0.0,,27,0,0.0,0.0,0.1,,0,0,0,469,0.0,0.00,,2.1,0.0,0.0,0,27,25,0.0,0.0,False,143,,,0.0,0.0,469,160,1.6,264,160,0,0.00,428,Gilmour,,153,0,0,169,456,456,0,a,0.00,0.00,0,456,153,153,0.0
134,Pascal Groß,65,MID,Brighton,241,590,2.0,0,655,0,0.0,0.0,1.0,144,0,0.0,0.0,4.6,,0,0,0,594,0.0,0.00,,2.8,0.0,0.0,0,144,655,0.0,0.0,False,25,,,0.0,0.0,594,243,2.3,41,243,0,0.00,75,Gross,,241,0,0,25,590,590,0,a,0.00,0.00,0,590,241,241,0.0
135,João Pedro Junqueira de Jesus,55,FWD,Brighton,53,559,1.0,0,1273,0,0.0,0.0,,4646,0,0.0,0.0,25.8,,0,0,0,564,0.0,0.00,,2.3,0.0,0.0,0,4646,1273,0.0,0.0,False,3,,,0.0,0.0,564,56,1.8,143,56,0,0.00,14,João Pedro,,53,0,0,38,559,559,0,a,0.00,0.00,0,559,53,53,0.0
136,Michał Karbownik,40,DEF,Brighton,46,84,,0,77,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,114,0.0,0.00,2023-08-09T08:35:32.699094Z,0.0,0.0,0.0,0,0,77,0.0,0.0,False,193,0.0,Permanent transfer to Hertha BSC,0.0,0.0,114,56,0.0,620,56,0,0.00,528,Karbownik,0.0,46,0,0,197,84,84,0,u,0.00,0.00,0,84,46,46,0.0
137,Kacper Kozłowski,45,MID,Brighton,56,307,,0,3,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,330,0.0,0.00,2023-07-20T08:40:22.941077Z,0.0,0.0,0.0,0,0,3,0.0,0.0,False,272,0.0,Joined vitesse on a season long loan,0.0,0.0,330,69,0.0,503,69,0,0.00,640,Kozłowski,0.0,56,0,0,253,307,307,0,u,0.00,0.00,0,307,56,56,0.0
138,Adam Lallana,50,MID,Brighton,79,343,,0,88,0,0.0,0.0,,3,0,0.0,0.0,0.1,,0,0,0,366,0.0,0.00,2023-08-11T13:30:06.325937Z,1.6,0.0,0.0,0,3,88,0.0,0.0,False,163,75.0,Knock - 75% chance of playing,0.0,0.0,366,92,1.2,151,92,0,0.00,466,Lallana,75.0,79,0,0,95,343,343,0,d,0.00,0.00,0,343,79,79,0.0
139,Tariq Lamptey,40,DEF,Brighton,30,65,,0,575,0,0.0,0.0,,869,0,0.0,0.0,8.0,,0,0,0,96,0.0,0.00,,1.5,0.0,0.0,0,869,575,0.0,0.0,False,16,,,0.0,0.0,96,41,1.0,601,41,0,0.00,47,Lamptey,,30,0,0,181,65,65,0,a,0.00,0.00,0,65,30,30,0.0
140,Solly March,65,MID,Brighton,242,592,,0,321,0,0.0,0.0,2.0,152,0,0.0,0.0,2.5,2.0,0,0,0,596,0.0,0.00,,2.8,0.0,0.0,0,152,321,0.0,0.0,False,43,,,0.0,0.0,596,244,2.3,43,244,0,0.00,115,March,,242,0,0,26,592,592,0,a,0.00,0.00,0,592,242,242,0.0
141,Tom McGill,40,GKP,Brighton,29,55,,0,19,0,0.0,0.0,,94,0,0.0,0.0,0.2,,0,0,0,86,0.0,0.00,,1.5,0.0,0.0,0,94,19,0.0,0.0,False,49,,,0.0,0.0,86,31,1.0,591,31,0,0.00,306,McGill,,29,0,0,58,55,55,0,a,0.00,0.00,0,55,29,29,0.0
142,James Milner,50,MID,Brighton,78,341,,0,69,0,0.0,0.0,,49,0,0.0,0.0,0.2,,0,0,0,364,0.0,0.00,,2.1,0.0,0.0,0,49,69,0.0,0.0,False,97,,,0.0,0.0,364,91,1.6,149,91,0,0.00,322,Milner,,78,0,0,94,341,341,0,a,0.00,0.00,0,341,78,78,0.0
143,Kaoru Mitoma,65,MID,Brighton,249,603,,0,2263,0,0.0,0.0,,3254,0,0.0,0.0,39.1,,0,0,0,606,0.0,0.00,,2.8,0.0,0.0,0,3254,2263,0.0,0.0,False,3,,,0.0,0.0,606,250,2.3,54,250,0,0.00,5,Mitoma,,249,0,0,33,603,603,0,a,0.00,0.00,0,603,249,249,0.0
144,Jakub Moder,45,MID,Brighton,26,254,,0,19,0,0.0,0.0,,32,0,0.0,0.0,0.1,,0,0,0,281,0.0,0.00,,1.5,0.0,0.0,0,32,19,0.0,0.0,False,164,,,0.0,0.0,281,40,1.0,450,40,0,0.00,469,Moder,,26,0,0,223,254,254,0,a,0.00,0.00,0,254,26,26,0.0
146,Jeremy Sarmiento Morante,45,MID,Brighton,38,280,,0,69,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,305,0.0,0.00,2023-07-26T11:28:45.117167Z,0.0,0.0,0.0,0,0,69,0.0,0.0,False,224,0.0,Joined West Bromwich Albion on a season-long loan,0.0,0.0,305,51,0.0,476,51,0,0.00,571,Sarmiento,0.0,38,0,0,235,280,280,0,u,0.00,0.00,0,280,38,38,0.0
147,Kjell Scherpen,40,GKP,Brighton,37,70,,0,4,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,101,0.0,0.00,2023-07-06T16:30:02.985300Z,0.0,0.0,0.0,0,0,4,0.0,0.0,False,73,0.0,Joined Sturm Graz on a season-long loan,0.0,0.0,101,39,0.0,606,39,0,0.00,643,Scherpen,0.0,37,0,0,66,70,70,0,u,0.00,0.00,0,70,37,37,0.0
148,Jason Steele,45,GKP,Brighton,47,117,,0,298,0,0.0,0.0,,345,0,0.0,0.0,6.1,,0,0,0,146,0.0,0.00,,2.8,0.0,0.0,0,345,298,0.0,0.0,False,11,,,0.0,0.0,146,49,2.3,313,49,0,0.00,63,Steele,,47,0,0,14,117,117,0,a,0.00,0.00,0,117,47,47,0.0
149,Deniz Undav,55,FWD,Brighton,52,557,,0,235,0,0.0,0.0,,0,0,0.0,0.0,0.1,,0,0,0,562,0.0,0.00,2023-08-04T09:40:56.708875Z,0.0,0.0,0.0,0,0,235,0.0,0.0,False,67,0.0,Season long loan to Stuttgart,0.0,0.0,562,55,0.0,141,55,0,0.00,480,Undav,0.0,52,0,0,37,557,557,0,u,0.00,0.00,0,557,52,52,0.0
150,Jan Paul van Hecke,40,DEF,Brighton,52,91,,0,251,0,0.0,0.0,,354,0,0.0,0.0,1.0,,0,0,0,121,0.0,0.00,,1.5,0.0,0.0,0,354,251,0.0,0.0,False,58,,,0.0,0.0,121,62,1.0,627,62,0,0.00,169,Van Hecke,,52,0,0,203,91,91,0,a,0.00,0.00,0,91,52,52,0.0
151,Joël Veltman,45,DEF,Brighton,94,153,,0,84,0,0.0,0.0,,80,0,0.0,0.0,1.2,,0,0,0,182,0.0,0.00,,2.5,0.0,0.0,0,80,84,0.0,0.0,False,51,,,0.0,0.0,182,103,2.0,349,103,0,0.00,151,Veltman,,94,0,0,65,153,153,0,a,0.00,0.00,0,153,94,94,0.0
152,Bart Verbruggen,45,GKP,Brighton,62,313,,0,69,0,0.0,0.0,,29,0,0.0,0.0,0.5,,0,0,0,336,0.0,0.00,,2.8,0.0,0.0,0,29,69,0.0,0.0,False,33,,,0.0,0.0,336,63,2.3,509,63,0,0.00,226,Verbruggen,,62,0,0,29,313,313,0,a,0.00,0.00,0,313,62,62,0.0
153,Adam Webster,45,DEF,Brighton,93,151,,0,324,0,0.0,0.0,,7,0,0.0,0.0,0.3,,0,0,0,180,0.0,0.00,2023-08-11T13:30:06.362659Z,1.9,0.0,0.0,0,7,324,0.0,0.0,False,93,75.0,Knock - 75% chance of playing,0.0,0.0,180,102,1.5,347,102,0,0.00,258,Webster,75.0,93,0,0,64,151,151,0,d,0.00,0.00,0,151,93,93,0.0
154,Danny Welbeck,60,FWD,Brighton,57,565,3.0,0,542,0,0.0,0.0,,641,0,0.0,0.0,2.6,,0,0,0,569,0.0,0.00,,2.6,0.0,0.0,0,641,542,0.0,0.0,False,20,,,0.0,0.0,569,59,2.1,57,59,0,0.00,112,Welbeck,,57,0,0,20,565,565,0,a,0.00,0.00,0,565,57,57,0.0
155,Andi Zeqiri,45,FWD,Brighton,4,205,,0,439,0,0.0,0.0,,734,0,0.0,0.0,1.3,,0,0,0,233,0.0,0.00,,1.5,0.0,0.0,0,734,439,0.0,0.0,False,30,,,0.0,0.0,233,8,1.0,401,8,0,0.00,148,Zeqiri,,4,0,0,65,205,205,0,a,0.00,0.00,0,205,4,4,0.0
606,Igor Julio dos Santos de Paulo,45,DEF,Brighton,146,232,,0,28,0,0.0,0.0,,22,0,0.0,0.0,0.1,,0,0,0,259,0.0,0.00,,2.5,0.0,0.0,0,22,28,0.0,0.0,False,152,,,0.0,0.0,259,153,2.0,428,153,0,0.00,394,Igor,,146,0,0,117,232,232,0,a,0.00,0.00,0,232,146,146,0.0
621,Jack Hinshelwood,45,MID,Brighton,71,331,,0,3,0,0.0,0.0,,9,0,0.0,0.0,0.0,,0,0,0,354,0.0,0.00,,1.5,0.0,0.0,0,9,3,0.0,0.0,False,260,,,0.0,0.0,354,84,1.0,527,84,0,0.00,623,Hinshelwood,,71,0,0,268,331,331,0,a,0.00,0.00,0,331,71,71,0.0
156,Enock Agyei,45,MID,Burnley,76,339,,0,96,0,0.0,0.0,,94,0,0.0,0.0,0.2,,0,0,0,362,0.0,0.00,,-0.5,0.0,0.0,0,94,96,0.0,0.0,False,104,,,0.0,0.0,362,89,0.0,535,89,0,0.00,341,Agyei,,76,0,0,273,339,339,0,a,0.00,0.00,0,339,76,76,0.0
157,Ameen Al-Dakhil,40,DEF,Burnley,59,100,,0,93,90,0.2,0.01,,406,0,0.01,1.0,0.5,,0,1,1,19,1.0,0.00,,-0.5,0.2,1.0,0,406,93,3.0,0.0,False,78,,,0.0,0.0,19,6,0.0,636,6,0,0.01,222,Al-Dakhil,,59,3,0,210,100,100,12,a,0.01,2.21,1,100,59,59,2.21
158,Samuel Bastien,50,MID,Burnley,131,416,,0,36,0,0.0,0.0,,14,0,0.0,0.0,0.0,,0,0,0,431,0.0,0.00,,0.1,0.0,0.0,0,14,36,0.0,0.0,False,207,,,0.0,0.0,431,139,0.0,224,139,0,0.00,548,Bastien,,131,0,0,147,416,416,0,a,0.00,0.00,0,416,131,131,0.0
159,Manuel Benson Hedilazio,55,MID,Burnley,200,527,,0,132,16,0.2,0.0,3.0,51,0,0.0,1.0,0.2,,0,0,1,30,0.0,0.00,,0.6,0.2,1.0,0,51,132,5.62,0.0,False,103,,,0.0,0.0,30,13,0.0,111,13,0,0.00,339,Benson,,200,1,0,68,527,527,-1,a,0.00,1.20,1,527,200,200,6.75
160,Jordan Beyer,40,DEF,Burnley,34,71,,0,317,73,0.2,0.0,,478,0,0.0,1.0,5.0,,0,1,1,18,1.23,0.00,,-0.5,0.2,1.0,0,478,317,2.47,0.0,False,24,,,0.0,0.0,18,5,0.0,607,5,0,0.00,72,Beyer,,34,2,0,185,71,71,18,a,0.00,1.01,1,71,34,34,1.25
161,Josh Brownhill,50,MID,Burnley,124,406,,0,189,1,0.2,0.0,1.0,41,0,0.0,1.0,0.3,3.0,0,0,1,26,0.0,0.00,,0.1,0.2,1.0,0,41,189,0.0,0.0,False,80,,,0.0,0.0,26,10,0.0,214,10,0,0.00,261,Brownhill,,124,0,0,140,406,406,3,a,0.00,0.12,1,406,124,124,10.8
162,Darko Churlinov,45,MID,Burnley,32,265,,0,20,0,0.0,0.0,,16,0,0.0,0.0,0.0,,0,0,0,292,0.0,0.00,,-0.5,0.0,0.0,0,16,20,0.0,0.0,False,196,,,0.0,0.0,292,46,0.0,461,46,0,0.00,530,Churlinov,,32,0,0,229,265,265,0,a,0.00,0.00,0,265,32,32,0.0
163,Jack Cork,50,MID,Burnley,80,344,,0,20,0,0.0,0.0,,10,0,0.0,0.0,0.0,,0,0,0,367,0.0,0.00,,0.1,0.0,0.0,0,10,20,0.0,0.0,False,208,,,0.0,0.0,367,93,0.0,152,93,0,0.00,549,Cork,,80,0,0,96,344,344,0,a,0.00,0.00,0,344,80,80,0.0
164,Dara Costelloe,45,MID,Burnley,70,330,,0,14,0,0.0,0.0,,13,0,0.0,0.0,0.0,,0,0,0,353,0.0,0.00,,-0.5,0.0,0.0,0,13,14,0.0,0.0,False,198,,,0.0,0.0,353,83,0.0,526,83,0,0.00,534,Costelloe,,70,0,0,267,330,330,0,a,0.00,0.00,0,330,70,70,0.0
165,Josh Cullen,50,MID,Burnley,123,405,,0,31,90,0.4,0.01,,157,0,0.01,2.0,0.1,,0,1,2,13,1.0,0.00,,0.1,0.4,2.0,0,157,31,3.0,0.0,False,168,,,0.0,0.0,13,5,0.0,213,5,0,0.01,484,Cullen,,123,3,0,139,405,405,12,a,0.01,2.21,2,405,123,123,2.21
166,CJ Egan-Riley,40,DEF,Burnley,39,77,,0,72,0,0.0,0.0,,12,0,0.0,0.0,0.2,,0,0,0,107,0.0,0.00,,-0.5,0.0,0.0,0,12,72,0.0,0.0,False,147,,,0.0,0.0,107,49,0.0,613,49,0,0.00,382,Egan-Riley,,39,0,0,190,77,77,0,a,0.00,0.00,0,77,39,39,0.0
167,Hjalmar Ekdal,40,DEF,Burnley,55,95,,0,58,0,0.0,0.0,,15,0,0.0,0.0,0.3,,0,0,0,125,0.0,0.00,,-0.5,0.0,0.0,0,15,58,0.0,0.0,False,110,,,0.0,0.0,125,65,0.0,631,65,0,0.00,297,Ekdal,,55,0,0,206,95,95,0,a,0.00,0.00,0,95,55,55,0.0
168,Lyle Foster,50,FWD,Burnley,36,464,,0,130,90,0.4,0.18,,625,0,0.04,2.0,0.3,,0,1,2,15,1.0,0.14,,-0.1,0.4,2.0,0,625,130,3.0,0.0,False,51,,,0.0,0.14,15,3,0.0,272,3,0,0.18,286,Foster,,36,3,0,56,464,464,5,a,0.04,2.09,2,464,36,36,2.09
169,Denis Franchi,40,GKP,Burnley,42,101,,0,27,0,0.0,0.0,,33,0,0.0,0.0,0.2,,0,0,0,130,0.0,0.00,,-0.5,0.0,0.0,0,33,27,0.0,0.0,False,55,,,0.0,0.0,130,44,0.0,637,44,0,0.00,362,Franchi,,42,0,0,71,101,101,0,a,0.00,0.00,0,101,42,42,0.0
170,Jóhann Berg Gudmundsson,50,MID,Burnley,86,354,,0,25,0,0.0,0.0,2.0,5,0,0.0,0.0,0.1,2.0,0,0,0,376,0.0,0.00,,0.1,0.0,0.0,0,5,25,0.0,0.0,False,187,,,0.0,0.0,376,99,0.0,162,99,0,0.00,516,Gudmundsson,,86,0,0,102,354,354,0,a,0.00,0.00,0,354,86,86,0.0
171,Luke McNally,40,DEF,Burnley,58,98,,0,51,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,128,0.0,0.00,2023-08-04T09:35:51.951556Z,0.0,0.0,0.0,0,0,51,0.0,0.0,False,199,0.0,Season long loan to Stoke City,0.0,0.0,128,68,0.0,634,68,0,0.00,553,McNally,0.0,58,0,0,209,98,98,0,u,0.00,0.00,0,98,58,58,0.0
172,Arijanet Muric,45,GKP,Burnley,60,244,,0,243,0,0.0,0.0,,22,0,0.0,0.0,0.3,,0,0,0,271,0.0,0.00,,0.8,0.0,0.0,0,22,243,0.0,0.0,False,43,,,0.0,0.0,271,62,0.0,440,62,0,0.00,268,Muric,,60,0,0,27,244,244,0,a,0.00,0.00,0,244,60,60,0.0
173,Dara O'Shea,45,DEF,Burnley,138,219,,0,82,90,0.2,0.0,,106,0,0.0,1.0,0.2,,0,1,1,21,1.0,0.00,,0.5,0.2,1.0,0,106,82,3.0,0.0,False,132,,,0.0,0.0,21,8,0.0,415,8,0,0.00,349,O'Shea,,138,3,0,109,219,219,12,a,0.00,2.21,1,219,138,138,2.21
174,Michael Obafemi,50,FWD,Burnley,28,440,,0,97,0,0.0,0.0,,6,0,0.0,0.0,0.1,,0,0,0,453,0.0,0.00,2023-08-06T23:30:05.563053Z,0.0,0.0,0.0,0,6,97,0.0,0.0,False,71,0.0,Hamstring injury - Unknown return date,0.0,0.0,453,32,0.0,248,32,0,0.00,501,Obafemi,0.0,28,0,0,48,440,440,0,i,0.00,0.00,0,440,28,28,0.0
175,Bailey Peacock-Farrell,40,GKP,Burnley,32,60,,0,26,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,91,0.0,0.00,2023-07-26T11:25:50.410533Z,0.0,0.0,0.0,0,0,26,0.0,0.0,False,68,0.0,Joined Aarhus on loan,0.0,0.0,91,34,0.0,596,34,0,0.00,585,Peacock-Farrell,0.0,32,0,0,61,60,60,0,u,0.00,0.00,0,60,32,32,0.0
176,Connor Roberts,45,DEF,Burnley,118,193,,0,75,90,0.2,0.01,,87,0,0.01,1.0,0.3,,0,1,1,20,1.0,0.00,,0.5,0.2,1.0,0,87,75,3.0,0.0,False,100,,,0.0,0.0,20,7,0.0,389,7,0,0.01,273,Roberts,,118,3,0,89,193,193,10,a,0.01,2.21,1,193,118,118,2.21
177,Jay Rodriguez,55,FWD,Burnley,42,497,1.0,0,347,0,0.0,0.0,,140,0,0.0,0.0,0.3,,0,0,0,505,0.0,0.00,,0.3,0.0,0.0,0,140,347,0.0,0.0,False,49,,,0.0,0.0,505,45,0.0,81,45,0,0.00,276,Rodriguez,,42,0,0,27,497,497,0,a,0.00,0.00,0,497,42,42,0.0
178,Charlie Taylor,40,DEF,Burnley,7,21,,0,253,0,0.0,0.0,,166,0,0.0,0.0,1.0,,0,0,0,52,0.0,0.00,,-0.5,0.0,0.0,0,166,253,0.0,0.0,False,60,,,0.0,0.0,52,18,0.0,557,18,0,0.00,173,Taylor,,7,0,0,158,21,21,0,a,0.00,0.00,0,21,7,7,0.0
179,Bobby Thomas,40,DEF,Burnley,49,88,,0,27,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,118,0.0,0.00,2023-07-24T09:55:44.165399Z,0.0,0.0,0.0,0,0,27,0.0,0.0,False,203,0.0,Permanent transfer to Coventry,0.0,0.0,118,59,0.0,624,59,0,0.00,566,Thomas,0.0,49,0,0,200,88,88,0,u,0.00,0.00,0,88,49,49,0.0
180,Scott Twine,50,MID,Burnley,148,446,,0,39,0,0.0,0.0,,11,0,0.0,0.0,0.0,1.0,0,0,0,459,0.0,0.00,,0.1,0.0,0.0,0,11,39,0.0,0.0,False,204,,,0.0,0.0,459,155,0.0,254,155,0,0.00,543,Twine,,148,0,0,164,446,446,0,a,0.00,0.00,0,446,148,148,0.0
181,Lawrence Vigouroux,40,GKP,Burnley,20,34,,0,59,0,0.0,0.0,,66,0,0.0,0.0,0.3,,0,0,0,65,0.0,0.00,,-0.5,0.0,0.0,0,66,59,0.0,0.0,False,48,,,0.0,0.0,65,22,0.0,570,22,0,0.00,300,Vigouroux,,20,0,0,49,34,34,0,a,0.00,0.00,0,34,20,20,0.0
182,Victor da Silva,45,DEF,Burnley,168,281,,0,51,90,0.2,0.03,,93,0,0.03,1.0,0.2,,0,1,1,23,1.0,0.00,,0.5,0.2,1.0,0,93,51,3.0,0.0,False,151,,,0.0,0.0,23,9,0.0,477,9,0,0.03,392,Vitinho,,168,3,0,139,281,281,6,a,0.03,2.21,1,281,168,168,2.21
183,Wout Weghorst,55,FWD,Burnley,44,508,,0,870,0,0.0,0.0,,0,0,0.0,0.0,0.2,,0,0,0,516,0.0,0.00,2023-08-10T13:52:51.426276Z,0.0,0.0,0.0,0,0,870,0.0,0.0,False,56,0.0,On loan to Hoffenheim,0.0,0.0,516,47,0.0,92,47,0,0.00,323,Weghorst,0.0,44,0,0,29,508,508,0,u,0.00,0.00,0,508,44,44,0.0
184,Anass Zaroury,50,MID,Burnley,175,488,,0,209,30,-0.4,0.3,,21,0,0.18,-2.0,0.2,,0,0,-2,644,0.0,0.04,,0.1,-0.4,-2.0,1,21,209,3.0,0.0,False,125,,,0.0,0.12,644,274,0.0,296,274,0,0.10,389,Zaroury,,175,1,0,191,488,488,-6,a,0.06,1.37,-2,488,175,175,4.11
475,Sander Berge,50,MID,Burnley,139,429,,0,73,90,0.4,0.0,,198,0,0.0,2.0,0.2,,0,1,2,14,1.0,0.00,,0.1,0.4,2.0,0,198,73,3.0,0.0,False,110,,,0.0,0.0,14,6,0.0,237,6,0,0.00,353,Berge,,139,3,0,155,429,429,5,a,0.00,2.09,2,429,139,139,2.09
594,Zeki Amdouni,55,FWD,Burnley,54,560,,0,96,60,0.4,0.04,,358,0,0.0,2.0,0.1,,0,1,2,17,1.5,0.03,,0.3,0.4,2.0,0,358,96,3.0,0.0,False,60,,,0.0,0.04,17,4,0.0,144,4,0,0.03,393,Amdouni,,54,2,0,39,560,560,8,a,0.00,0.96,2,560,54,54,1.44
596,James Trafford,45,GKP,Burnley,61,270,,0,198,90,0.4,0.0,,771,0,0.0,2.0,1.0,,0,1,2,12,1.0,0.00,,0.8,0.4,2.0,0,771,198,3.0,0.0,False,22,,,5.0,0.0,12,2,0.0,466,2,0,0.00,170,Trafford,,61,3,5,28,270,270,22,a,0.00,2.21,2,270,61,61,2.21
600,Nathan Redmond,50,MID,Burnley,92,362,,0,30,1,0.2,0.0,,6,0,0.0,1.0,0.1,,0,0,1,24,0.0,0.00,,0.1,0.2,1.0,0,6,30,0.0,0.0,False,175,,,0.0,0.0,24,9,0.0,170,9,0,0.00,495,Redmond,,92,0,0,108,362,362,3,a,0.00,0.12,1,362,92,92,10.8
605,Luca Koleosho,50,MID,Burnley,171,483,,0,15,60,0.4,0.13,,186,0,0.04,2.0,0.0,,0,1,2,16,1.5,0.06,,0.1,0.4,2.0,0,186,15,3.0,0.0,False,226,,,0.0,0.09,16,7,0.0,291,7,0,0.09,573,Koleosho,,171,2,0,187,483,483,4,a,0.03,0.96,2,483,171,171,1.44
608,Jacob Bruun Larsen,50,MID,Burnley,126,410,,0,11,29,0.2,0.09,,4,0,0.03,1.0,0.0,,0,0,1,27,0.0,0.02,,0.1,0.2,1.0,0,4,11,3.1,0.0,False,238,,,0.0,0.06,27,11,0.0,218,11,0,0.03,593,Bruun Larsen,,126,1,0,142,410,410,0,a,0.01,1.25,1,410,126,126,3.88
622,Owen Dodgson,40,DEF,Burnley,50,89,,0,16,0,0.0,0.0,,10,0,0.0,0.0,0.0,,0,0,0,119,0.0,0.00,,-0.5,0.0,0.0,0,10,16,0.0,0.0,False,195,,,0.0,0.0,119,60,0.0,625,60,0,0.00,536,Dodgson,,50,0,0,201,89,89,0,a,0.00,0.00,0,89,50,50,0.0
145,Robert Sánchez,45,GKP,Chelsea,58,215,,0,477,0,0.0,0.0,,293,0,0.0,0.0,2.8,,0,0,0,243,0.0,0.00,,1.8,0.0,0.0,0,293,477,0.0,0.0,False,15,,,0.0,0.0,243,60,2.3,411,60,0,0.00,105,Sanchez,,58,0,0,25,215,215,0,a,0.00,0.00,0,215,58,58,0.0
185,Ethan Ampadu,40,DEF,Chelsea,23,49,,0,20,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,80,0.0,0.00,2023-07-20T08:39:43.633400Z,0.0,0.0,0.0,0,0,20,0.0,0.0,False,208,0.0,Permanent transfer to Leeds Utd,0.0,0.0,80,34,0.0,585,34,0,0.00,595,Ampadu,0.0,23,0,0,174,49,49,0,u,0.00,0.00,0,49,23,23,0.0
186,Andrey Nascimento dos Santos,45,MID,Chelsea,72,332,,0,43,0,0.0,0.0,,59,0,0.0,0.0,0.2,,0,0,0,355,0.0,0.00,,0.5,0.0,0.0,0,59,43,0.0,0.0,False,122,,,0.0,0.0,355,85,1.0,528,85,0,0.00,383,Andrey,,72,0,0,269,332,332,0,a,0.00,0.00,0,332,72,72,0.0
187,Kepa Arrizabalaga,50,GKP,Chelsea,65,378,,0,301,0,0.0,0.0,,192,0,0.0,0.0,1.2,,0,0,0,398,0.0,0.00,,2.7,0.0,0.0,0,192,301,0.0,0.0,False,20,,,0.0,0.0,398,66,3.2,186,66,0,0.00,156,Arrizabalaga,,65,0,0,6,378,378,0,a,0.00,0.00,0,378,65,65,0.0
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,64,589,,0,64,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,593,0.0,0.00,2023-07-24T09:59:36.133419Z,0.0,0.0,0.0,0,0,64,0.0,0.0,False,75,0.0,,0.0,0.0,593,66,0.0,40,66,0,0.00,524,Aubameyang,0.0,64,0,0,15,589,589,0,u,0.00,0.00,0,589,64,64,0.0
189,César Azpilicueta,45,DEF,Chelsea,68,114,,0,8,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,143,0.0,0.00,2023-07-06T16:30:03.010661Z,0.0,0.0,0.0,0,0,8,0.0,0.0,False,215,0.0,Left the club as a free agent,0.0,0.0,143,77,0.0,310,77,0,0.00,641,Azpilicueta,0.0,68,0,0,39,114,114,0,u,0.00,0.00,0,114,68,68,0.0
190,Abdul Rahman Baba,40,DEF,Chelsea,12,30,,0,9,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,61,0.0,0.00,2023-07-13T08:07:47.494096Z,0.0,0.0,0.0,0,0,9,0.0,0.0,False,214,0.0,Permanent Transfer to PAOK,0.0,0.0,61,23,0.0,566,23,0,0.00,636,Baba,0.0,12,0,0,163,30,30,0,u,0.00,0.00,0,30,12,12,0.0
191,Benoît Badiashile,45,DEF,Chelsea,159,253,,0,133,0,0.0,0.0,,6,0,0.0,0.0,0.1,,0,0,0,280,0.0,0.00,2023-08-03T10:30:04.564668Z,0.0,0.0,0.0,0,6,133,0.0,0.0,False,182,0.0,Hamstring injury - Unknown return date,0.0,0.0,280,166,0.0,449,166,0,0.00,481,B.Badiashile,0.0,159,0,0,130,253,253,0,i,0.00,0.00,0,253,159,159,0.0
192,Marcus Bettinelli,40,GKP,Chelsea,19,32,,0,15,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,63,0.0,0.00,2023-08-03T10:30:04.581002Z,0.0,0.0,0.0,0,0,15,0.0,0.0,False,67,0.0,Unknown - Unknown return date,0.0,0.0,63,21,0.0,568,21,0,0.00,575,Bettinelli,0.0,19,0,0,48,32,32,0,i,0.00,0.00,0,32,19,19,0.0
